name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Pikachu,Pikachu,30C,40,Basic,Lightning,80,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_040_R_EN_LG.png,30C-40,M6A-34,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C040?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,L Overwriting Bolt 10 || The Defending Pokémon's Weakness is now [ L ] until the end of your next turn. (Apply Weakness as x2.) || Weakness: Fighting Resistance: none Retreat: 2,L Wechselblitz 10 || Die Schwäche des Verteidigenden Pokémon ist bis zum Ende deines nächsten Zuges jetzt [ L ] . (Verrechne Schwäche als ×2.)
Pikachu,Pikachu,30C,41,Basic,Lightning,60,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_041_R_EN_LG.png,30C-41,M6A-35,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C041?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Hang Down 10 || LCC Zap Kick 40 || Weakness: Fighting Resistance: none Retreat: 1,C Herunterhängen 10 || LCC Stromtritt 40
Pikachu,Pikachu,30C,42,Basic,Lightning,60,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_042_R_EN_LG.png,30C-42,M6A-36,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C042?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Charge-Up Dash || Flip a coin until you get tails. Search your deck for an amount of Basic [ L ] Energy up to the number of heads and attach it to this Pokémon. Then, shuffle your deck. || LLC Pika Bolt 50 || Weakness: Fighting Resistance: none Retreat: 1","C Ladespurt || Wirf so lange 1 Münze, bis sie Zahl zeigt. Durchsuche dein Deck nach bis zu so vielen Basis- [ L ] -Energien, wie du Kopf geworfen hast, und lege sie an dieses Pokémon an. Mische anschließend dein Deck. || LLC Pikaschuss 50"
Pikachu,Pikachu,30C,43,Basic,Lightning,70,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_043_R_EN_LG.png,30C-43,M6A-37,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C043?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Tropical Vibes || This Pokémon is now Asleep. Draw cards until you have 6 cards in your hand. || Weakness: Fighting Resistance: none Retreat: 2,"CC Tropische Vibes || Dieses Pokémon schläft jetzt. Ziehe so lange Karten, bis du 6 Karten auf deiner Hand hast."
Pikachu,Pikachu,30C,44,Basic,Lightning,60,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_044_R_EN_LG.png,30C-44,M6A-38,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C044?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Agility 10 || Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon. || Weakness: Fighting Resistance: none Retreat: 1","C Agilität 10 || Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokémon zugefügt werden."
Pikachu,Pikachu,30C,45,Basic,Lightning,60,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_045_R_EN_LG.png,30C-45,M6A-39,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C045?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Nightime Stroll || Draw a card. || LC Static Shock 20 || Weakness: Fighting Resistance: none Retreat: 1,C Nachtspaziergang || Ziehe 1 Karte. || LC Statischer Schock 20
Pikachu,Pikachu,30C,46,Basic,Lightning,60,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_046_R_EN_LG.png,30C-46,M6A-40,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C046?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Get Some Air || This Pokémon recovers from all Special Conditions. || CC Smash Kick 20 || Weakness: Fighting Resistance: none Retreat: 1,C Frischluft || Dieses Pokémon erholt sich von allen Speziellen Zuständen. || CC Schmetterkick 20
Pikachu,Pikachu,30C,47,Basic,Lightning,70,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_047_R_EN_LG.png,30C-47,M6A-41,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C047?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Play Rough 10+ || Flip a coin. If heads, this attack does 20 more damage. || Weakness: Fighting Resistance: none Retreat: 1",C Knuddler 10+ || Wirf 1 Münze. Bei Kopf fügt diese Attacke 20 Schadenspunkte mehr zu.
Pikachu,Pikachu,30C,48,Basic,Lightning,70,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_048_R_EN_LG.png,30C-48,M6A-42,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C048?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Store Up || Put up to 2 Basic Energy cards from your discard pile into your hand. || Weakness: Fighting Resistance: none Retreat: 1,C Aufstocken || Nimm bis zu 2 Basis-Energiekarten aus deinem Ablagestapel auf deine Hand.
Pikachu,Pikachu,30C,49,Basic,Lightning,80,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_049_R_EN_LG.png,30C-49,M6A-43,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C049?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"LCC Fighting Lightning 20+ || If your opponent's Active Pokémon is a Pokémon ex, this attack does 80 more damage. || Weakness: Fighting Resistance: none Retreat: 3","LCC Blitzfäuste 20+ || Wenn das Aktive Pokémon deines Gegners ein Pokémon-ex ist, fügt diese Attacke 80 Schadenspunkte mehr zu."
Pikachu,Pikachu,30C,50,Basic,Lightning,80,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_050_R_EN_LG.png,30C-50,M6A-44,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C050?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,LLCC Satisfied Spark 100 || Weakness: Fighting Resistance: none Retreat: 3,LLCC Freudenfunke 100
Pikachu,Pikachu,30C,51,Basic,Lightning,70,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_051_R_EN_LG.png,30C-51,M6A-45,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C051?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"LLL Lightning Crash || Discard all [ L ] Energy from this Pokémon, and this attack does 90 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) || Weakness: Fighting Resistance: none Retreat: 2","LLL Blitzstoß || Lege alle [ L ] -Energien von diesem Pokémon auf deinen Ablagestapel, und diese Attacke fügt 1 Pokémon deines Gegners 90 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)"
Pikachu,Pikachu,30C,52,Basic,Lightning,70,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_052_R_EN_LG.png,30C-52,M6A-46,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-30C052?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,L Angry Bolt 10+ || This attack does 10 more damage for each damage counter on this Pokémon. || Weakness: Fighting Resistance: none Retreat: 1,L Zorniger Blitz 10+ || Diese Attacke fügt für jede Schadensmarke auf diesem Pokémon 10 Schadenspunkte mehr zu.
Pikachu ex,,30C,53,Basic,Lightning,190,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_053_R_EN_LG.png,"30C-149,30C-53","M6A-47,MP-131",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-ex-V1-30C053?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Pika-Pika Parade || Search your deck for any number of Basic Pokémon and put them onto your Bench. Then, shuffle your deck. || LLC Thunderbolt 200 || Discard all Energy from this Pokémon. || Weakness: Fighting Resistance: none Retreat: 1",C Pika-Pika-Parade || Durchsuche dein Deck nach beliebig vielen Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck. || LLC Donnerblitz 200 || Lege alle Energien von diesem Pokémon auf deinen Ablagestapel.
Pikachu ex,,30C,54,Basic,Lightning,190,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_054_R_EN_LG.png,"30C-150,30C-54","M6A-48,MP-132",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Pikachu-ex-V1-30C054?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,L Zip-Zap Frenzy || You may attach any number of Basic Energy cards from your hand to your Pokémon in any way you like. || LLC Thunder 200 || This Pokémon also does 30 damage to itself. || Weakness: Fighting Resistance: none Retreat: 1,L Zipp-Zapp-Wahn || Du kannst beliebig viele Basis-Energiekarten aus deiner Hand beliebig an deine Pokémon anlegen. || LLC Donner 200 || Dieses Pokémon fügt auch sich selbst 30 Schadenspunkte zu.
Zapdos,,30C,55,Basic,Lightning,120,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_055_R_EN_LG.png,"30C-133,30C-55","M6A-49,MP-152",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Zapdos-V1-30C055?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Flash-Pop Flapping || Once during your turn, if you have Moltres and Articuno in play, you may use this Ability. Attach a Basic [ L ] Energy card from your hand to this Pokémon. || LLLC Thundering Lightning 210 || This Pokémon also does 60 damage to itself. || Weakness: Fighting Resistance: none Retreat: 1","[Ability] Funkendes Flattern || Einmal während deines Zuges, wenn du Lavados und Arktos im Spiel hast, kannst du diese Fähigkeit einsetzen. Lege 1 Basis- [ L ] -Energiekarte aus deiner Hand an dieses Pokémon an. || LLLC Donnernder Blitz 210 || Dieses Pokémon fügt auch sich selbst 60 Schadenspunkte zu."
Zekrom,,30C,56,Basic,Lightning,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_056_R_EN_LG.png,30C-56,M6A-50,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Zekrom-30C056?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"LC Slash 50 || LCC Nitro Thunder 80+ || If this Pokémon has any [ R ] Energy attaches, this attack does 80 more damage. || Weakness: Fighting Resistance: none Retreat: 2","LC Schlitzer 50 || LCC Nitrodonner 80+ || Wenn an dieses Pokémon mindestens 1 [ R ] -Energie angelegt ist, fügt diese Attacke 80 Schadenspunkte mehr zu."
Zeraora,,30C,57,Basic,Lightning,110,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_057_R_EN_LG.png,30C-57,"MF-42,MF-7",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Zeraora-30C057?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Rapid Draw 20 || Draw a card. || LC Electrobullet 50 || This attack also does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) || Weakness: Fighting Resistance: none Retreat: 1,C Schnellzieher 20 || Ziehe 1 Karte. || LC Elektrokugel 50 || Diese Attacke fügt auch 1 Pokémon auf der Bank deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.)
Toxel,,30C,58,Basic,Lightning,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_058_R_EN_LG.png,30C-58,MF-8,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Toxel-30C058?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Ram 10 || Weakness: Fighting Resistance: none Retreat: 1,C Ramme 10
Toxtricity,,30C,59,Stage 1,Lightning,130,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_059_R_EN_LG.png,30C-59,MF-9,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Toxtricity-30C059?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,LC Mach Bolt 80 || Weakness: Fighting Resistance: none Retreat: 2,LC Flotter Sprung 80
Toxtricity,,30C,60,Stage 1,Lightning,140,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_060_R_EN_LG.png,"30C-134,30C-60",M6A-51,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Toxtricity-V1-30C060?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"L Light Punch 40 || LCC Thunderous Bolt 150 || During your next turn, this Pokémon can't use attacks. || Weakness: Fighting Resistance: none Retreat: 2",L Leichter Hieb 40 || LCC Donnernder Einschlag 150 || Während deines nächsten Zuges kann dieses Pokémon keine Attacken einsetzen.
Morpeko,,30C,61,Basic,Lightning,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_061_R_EN_LG.png,"30C-135,30C-61",M6A-52,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Morpeko-V1-30C061?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Select a Snack || Discard the top 3 cards of your deck and put 1 of them into your hand. || L Slap 30 || Weakness: Fighting Resistance: none Retreat: 1,C Snackwahl || Lege die obersten 3 Karten deines Decks auf deinen Ablagestapel und nimm 1 von ihnen auf deine Hand. || L Hieb 30
Miraidon,,30C,62,Basic,Lightning,120,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_062_R_EN_LG.png,30C-62,M6A-53,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Miraidon-30C062?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,L Mach Bolt 20 || LLC Electro Drift 140 || Discard 2 [ L ] Energy from this Pokémon. || Weakness: Fighting Resistance: none Retreat: 1,L Flotter Sprung 20 || LLC Blitztour 140 || Lege 2 [ L ] -Energien von diesem Pokémon auf deinen Ablagestapel.
Mewtwo,,30C,63,Basic,Psychic,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_063_R_EN_LG.png,30C-63,"M6A-54,MF-10",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Mewtwo-30C063?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Empower || Attach up to 2 Basic Energy cards from your discard pile to 1 of your Pokémon. || PPC Psydrive 120 || Discard an Energy from this Pokémon. || Weakness: Darkness Resistance: Fighting Retreat: 2,P Ermächtigen || Lege bis zu 2 Basis-Energiekarten aus deinem Ablagestapel an 1 deiner Pokémon an. || PPC Psycho-Antrieb 120 || Lege 1 Energie von diesem Pokémon auf deinen Ablagestapel.
Mewtwo ex,,30C,64,Basic,Psychic,230,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_064_R_EN_LG.png,"30C-151,30C-157,30C-64",M6A-55,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Mewtwo-ex-V1-30C064?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"PP Photon Bullets || This attack does 50 damage to each of your opponent's Pokémon ex. (Don't apply Weakness and Resistance for Benched Pokémon.) || PPP Psychic Powers 230 || During your next turn, this Pokémon can't use attacks. || Weakness: Darkness Resistance: Fighting Retreat: 2",PP Photonenkugeln || Diese Attacke fügt jedem Pokémon-ex deines Gegners 50 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.) || PPP Psychokräfte 230 || Während deines nächsten Zuges kann dieses Pokémon keine Attacken einsetzen.
Mew,,30C,65,Basic,Psychic,60,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_065_R_EN_LG.png,"30C-65,30C-B,30C-G,30C-R","M6A-56,MF-11",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Mew-30C065?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PP Psychic 10+ || This attack does 40 more damage for each Energy attached to your opponent's Active Pokémon. || Weakness: Darkness Resistance: Fighting Retreat: 1,PP Psychokinese 10+ || Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 40 Schadenspunkte mehr zu.
Mew ex,,30C,66,Basic,Psychic,160,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_066_R_EN_LG.png,"30C-152,30C-158,30C-66",M6A-57,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Mew-ex-V1-30C066?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Memory Helix || This Pokémon can use the attacks of any of your Benched Pokémon. (You still need the necessary Energy to use each attack.) || P Teleportation Burst 30 || You may switch this Pokémon with 1 of your Benched Pokémon. || Weakness: Darkness Resistance: Fighting Retreat: 0,[Ability] Gedächtnishelix || Dieses Pokémon kann die Attacken eines beliebigen Pokémon auf deiner Bank einsetzen. (Du benötigst jedoch die jeweils für die Attacke notwendige Energie.) || P Blitz-Teleportation 30 || Du kannst dieses Pokémon gegen 1 Pokémon auf deiner Bank austauschen.
Marill,,30C,67,Basic,Psychic,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_067_R_EN_LG.png,30C-67,MF-12,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Marill-30C067?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PC Tackle 30 || Weakness: Metal Resistance: none Retreat: 1,PC Tackle 30
Azumarill,,30C,68,Stage 1,Psychic,130,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_068_R_EN_LG.png,30C-68,MF-13,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Azumarill-30C068?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"PPC Body Slam 90 || Flip a coin. If heads, your opponent's Active Pokémon is now paralyzed. || Weakness: Metal Resistance: none Retreat: 2",PPC Bodyslam 90 || Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.
Espeon,,30C,69,Stage 1,Psychic,110,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_069_R_EN_LG.png,30C-69,M6A-58,https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Espeon-30C069?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PC Miraculous Shine || Devolve each of your opponent's evolved Pokémon by putting the highest Stage Evolution card on it into your opponent's hand. || PCC Super Psy Bolt 90 || Weakness: Darkness Resistance: Fighting Retreat: 1,"PC Wundersamer Glanz || Rückentwickle jedes entwickelte Pokémon deines Gegners, indem du deinem Gegner die daraufliegende Karte mit der höchsten Entwicklungsphase auf die Hand gibst. || PCC Super-Psischlag 90"
Espeon ex,,30C,70,Stage 1,Psychic,260,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/30C/30C_070_R_EN_LG.png,30C-70,"MF-14,MF-43",https://www.cardmarket.com/en/Pokemon/Products/Singles/30th-Celebration/Espeon-ex-30C070?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PC Solar Beatdown 30× || This attack does 30 damage for each of your Pokémon in play. || Weakness: Darkness Resistance: Fighting Retreat: 1,PC Solarniederprügler 30× || Diese Attacke fügt für jedes deiner Pokémon im Spiel 30 Schadenspunkte zu.
