set;number;name;type;rarity
RCL;145;Unfezant;CStage 2;Rare
RCL;146;Bunnelby;CBasic;Common
RCL;147;Diggersby;CStage 1;Rare
RCL;148;Hawlucha;CBasic;Uncommon
RCL;149;Stufful;CBasic;Common
RCL;150;Bewear;CStage 1;Uncommon
RCL;151;Skwovet;CBasic;Common
RCL;152;Greedent;CStage 1;Rare
RCL;153;Dubwool V;CBasic;Double Rare
RCL;154;Boss's Orders;Supporter;Holo Rare
RCL;155;Burning Scarf;Tool;Uncommon
RCL;156;Capacious Bucket;Item;Uncommon
RCL;157;Cursed Shovel;Tool;Uncommon
RCL;158;Dan;Supporter;Uncommon
RCL;159;Full Heal;Item;Uncommon
RCL;160;Galar Mine;Stadium;Uncommon
RCL;161;Milo;Supporter;Uncommon
RCL;162;Nugget;Item;Uncommon
RCL;163;Oleana;Supporter;Uncommon
RCL;164;Poké Ball;Item;Uncommon
RCL;165;Scoop Up Net;Item;Uncommon
RCL;166;Skyla;Supporter;Uncommon
RCL;167;Sonia;Supporter;Uncommon
RCL;168;Tool Scrapper;Item;Uncommon
RCL;169;Training Court;Stadium;Uncommon
RCL;170;Turffield Stadium;Stadium;Uncommon
RCL;171;Capture Energy;Special Energy;Uncommon
RCL;172;Horror Psychic Energy;Special Energy;Uncommon
RCL;173;Speed Lightning Energy;Special Energy;Uncommon
RCL;174;Twin Energy;Special Energy;Uncommon
RCL;175;Rillaboom V;GBasic;Ultra Rare
RCL;176;Eldegoss V;GBasic;Ultra Rare
RCL;177;Ninetales V;RBasic;Ultra Rare
RCL;178;Cinderace V;RBasic;Ultra Rare
RCL;179;Milotic V;WBasic;Ultra Rare
RCL;180;Inteleon V;WBasic;Ultra Rare
RCL;181;Boltund V;LBasic;Ultra Rare
RCL;182;Toxtricity V;LBasic;Ultra Rare
RCL;183;Dragapult V;PBasic;Ultra Rare
RCL;184;Sandaconda V;FBasic;Ultra Rare
RCL;185;Falinks V;FBasic;Ultra Rare
RCL;186;Malamar V;DBasic;Ultra Rare
RCL;187;Copperajah V;MBasic;Ultra Rare
RCL;188;Dubwool V;CBasic;Ultra Rare
RCL;189;Boss's Orders;Supporter;Ultra Rare
RCL;190;Milo;Supporter;Ultra Rare
RCL;191;Oleana;Supporter;Ultra Rare
RCL;192;Sonia;Supporter;Ultra Rare
RCL;193;Rillaboom VMAX;GVMAX;Rainbow Rare
RCL;194;Cinderace VMAX;RVMAX;Rainbow Rare
RCL;195;Inteleon VMAX;WVMAX;Rainbow Rare
RCL;196;Toxtricity VMAX;LVMAX;Rainbow Rare
RCL;197;Dragapult VMAX;PVMAX;Rainbow Rare
RCL;198;Malamar VMAX;DVMAX;Rainbow Rare
RCL;199;Copperajah VMAX;MVMAX;Rainbow Rare
RCL;200;Boss's Orders;Supporter;Rainbow Rare
RCL;201;Milo;Supporter;Rainbow Rare
RCL;202;Oleana;Supporter;Rainbow Rare
RCL;203;Sonia;Supporter;Rainbow Rare
RCL;204;Frosmoth;WStage 1;Secret Rare
RCL;205;Galarian Perrserker;MStage 1;Secret Rare
RCL;206;Big Charm;Tool;Secret Rare
RCL;207;Scoop Up Net;Item;Secret Rare
RCL;208;Tool Scrapper;Item;Secret Rare
RCL;209;Twin Energy;Special Energy;Secret Rare
DAA;1;Butterfree V;GBasic;Double Rare
DAA;2;Butterfree VMAX;GVMAX;Double Rare
DAA;3;Paras;GBasic;Common
DAA;4;Parasect;GStage 1;Uncommon
DAA;5;Carnivine;GBasic;Uncommon
DAA;6;Pansage;GBasic;Common
DAA;7;Simisage;GStage 1;Uncommon
DAA;8;Karrablast;GBasic;Common
DAA;9;Shelmet;GBasic;Common
DAA;10;Accelgor;GStage 1;Rare
DAA;11;Rowlet;GBasic;Common
DAA;12;Dartrix;GStage 1;Uncommon
DAA;13;Decidueye;GStage 2;Holo Rare
DAA;14;Bounsweet;GBasic;Common
DAA;15;Steenee;GStage 1;Uncommon
DAA;16;Tsareena;GStage 2;Rare
DAA;17;Wimpod;GBasic;Common
DAA;18;Golisopod;GStage 1;Holo Rare
DAA;19;Charizard V;RBasic;Double Rare
DAA;20;Charizard VMAX;RVMAX;Double Rare
DAA;21;Houndoom V;RBasic;Double Rare
DAA;22;Torchic;RBasic;Common
DAA;23;Combusken;RStage 1;Uncommon
DAA;24;Blaziken;RStage 2;Holo Rare
DAA;25;Heatran;RBasic;Holo Rare
DAA;26;Pansear;RBasic;Common
DAA;27;Simisear;RStage 1;Uncommon
DAA;28;Galarian Darmanitan;RStage 1;Rare
DAA;29;Larvesta;RBasic;Common
DAA;30;Volcarona;RStage 1;Rare
DAA;31;Fletchinder;RStage 1;Uncommon
DAA;32;Talonflame;RStage 2;Rare
DAA;33;Centiskorch V;RBasic;Double Rare
DAA;34;Centiskorch VMAX;RVMAX;Double Rare
DAA;35;Galarian Mr. Mime;WBasic;Common
DAA;36;Galarian Mr. Rime;WStage 1;Rare
DAA;37;Suicune;WBasic;Holo Rare
DAA;38;Feebas;WBasic;Common
DAA;39;Milotic;WStage 1;Holo Rare
DAA;40;Relicanth;WBasic;Uncommon
DAA;41;Panpour;WBasic;Common
DAA;42;Simipour;WStage 1;Uncommon
DAA;43;Galarian Darumaka;WBasic;Common
DAA;44;Galarian Darmanitan;WStage 1;Rare
DAA;45;Vanillite;WBasic;Common
DAA;46;Vanillish;WStage 1;Uncommon
DAA;47;Vanilluxe;WStage 2;Rare
DAA;48;Cubchoo;WBasic;Common
DAA;49;Beartic;WStage 1;Rare
DAA;50;Wishiwashi;WBasic;Common
DAA;51;Mareanie;WBasic;Common
DAA;52;Toxapex;WStage 1;Uncommon
DAA;53;Dracovish;WStage 1;Holo Rare
DAA;54;Arctovish;WStage 1;Rare
DAA;55;Mareep;LBasic;Common
DAA;56;Flaaffy;LStage 1;Uncommon
DAA;57;Ampharos;LStage 2;Rare
DAA;58;Electrike;LBasic;Common
DAA;59;Manectric;LStage 1;Rare
DAA;60;Vikavolt V;LBasic;Double Rare
DAA;61;Tapu Koko;LBasic;Holo Rare
DAA;62;Toxel;LBasic;Common
DAA;63;Toxtricity;LStage 1;Holo Rare
DAA;64;Pincurchin;LBasic;Holo Rare
DAA;65;Dracozolt;LStage 1;Rare
DAA;66;Arctozolt;LStage 1;Holo Rare
DAA;67;Jigglypuff;PBasic;Common
DAA;68;Wigglytuff;PStage 1;Rare
DAA;69;Mew V;PBasic;Double Rare
DAA;70;Snubbull;PBasic;Common
DAA;71;Granbull;PStage 1;Rare
DAA;72;Lunatone;PBasic;Uncommon
DAA;73;Gothita;PBasic;Common
DAA;74;Gothorita;PStage 1;Uncommon
DAA;75;Gothitelle;PStage 2;Rare
DAA;76;Golett;PBasic;Common
DAA;77;Golurk;PStage 1;Rare
DAA;78;Dedenne;PBasic;Uncommon
DAA;79;Morelull;PBasic;Common
DAA;80;Shiinotic;PStage 1;Uncommon
DAA;81;Mimikyu;PBasic;Rare
DAA;82;Sinistea;PBasic;Common
DAA;83;Polteageist;PStage 1;Uncommon
DAA;84;Diglett;FBasic;Common
DAA;85;Dugtrio;FStage 1;Uncommon
DAA;86;Larvitar;FBasic;Common
DAA;87;Pupitar;FStage 1;Uncommon
DAA;88;Tyranitar;FStage 2;Holo Rare
DAA;89;Trapinch;FBasic;Common
DAA;90;Vibrava;FStage 1;Uncommon
DAA;91;Flygon;FStage 2;Rare
DAA;92;Solrock;FBasic;Uncommon
DAA;93;Hippopotas;FBasic;Common
DAA;94;Hippowdon;FStage 1;Rare
DAA;95;Rhyperior V;FBasic;Double Rare
DAA;96;Diggersby;FStage 1;Rare
DAA;97;Passimian;FBasic;Common
DAA;98;Galarian Sirfetch'd;FStage 1;Rare
DAA;99;Galarian Slowbro V;DBasic;Double Rare
DAA;100;Grimer;DBasic;Common
DAA;101;Muk;DStage 1;Rare
DAA;102;Spinarak;DBasic;Common
DAA;103;Ariados;DStage 1;Uncommon
DAA;104;Crobat V;DBasic;Double Rare
DAA;105;Darkrai;DBasic;Holo Rare
DAA;106;Purrloin;DBasic;Common
DAA;107;Liepard;DStage 1;Rare
DAA;108;Deino;DBasic;Common
DAA;109;Zweilous;DStage 1;Uncommon
DAA;110;Hydreigon;DStage 2;Rare
DAA;111;Hoopa;DBasic;Holo Rare
DAA;112;Nickit;DBasic;Common
DAA;113;Thievul;DStage 1;Rare
DAA;114;Grimmsnarl V;DBasic;Double Rare
DAA;115;Grimmsnarl VMAX;DVMAX;Double Rare
DAA;116;Eternatus V;DBasic;Double Rare
DAA;117;Eternatus VMAX;DVMAX;Double Rare
DAA;118;Scizor V;MBasic;Double Rare
DAA;119;Scizor VMAX;MVMAX;Double Rare
DAA;120;Skarmory;MBasic;Common
DAA;121;Aron;MBasic;Common
DAA;122;Lairon;MStage 1;Uncommon
DAA;123;Aggron;MStage 2;Holo Rare
DAA;124;Escavalier;MStage 1;Rare
DAA;125;Klink;MBasic;Common
DAA;126;Klang;MStage 1;Uncommon
DAA;127;Klinklang;MStage 2;Rare
DAA;128;Galarian Stunfisk V;MBasic;Double Rare
DAA;129;Meltan;MBasic;Common
DAA;130;Melmetal;MStage 1;Rare
DAA;131;Cufant;MBasic;Common
DAA;132;Copperajah;MStage 1;Holo Rare
DAA;133;Kangaskhan;CBasic;Holo Rare
DAA;134;Tauros;CBasic;Common
DAA;135;Sentret;CBasic;Common
DAA;136;Furret;CStage 1;Uncommon
DAA;137;Dunsparce;CBasic;Common
DAA;138;Teddiursa;CBasic;Common
DAA;139;Ursaring;CStage 1;Uncommon
DAA;140;Lugia;CBasic;Rare
DAA;141;Skitty;CBasic;Common
DAA;142;Delcatty;CStage 1;Rare
DAA;143;Salamence V;CBasic;Double Rare
DAA;144;Salamence VMAX;CVMAX;Double Rare
DAA;145;Starly;CBasic;Common
DAA;146;Staravia;CStage 1;Uncommon
DAA;147;Staraptor;CStage 2;Rare
DAA;148;Ducklett;CBasic;Common
DAA;149;Swanna;CStage 1;Rare
DAA;150;Bunnelby;CBasic;Common
DAA;151;Fletchling;CBasic;Common
DAA;152;Skwovet;CBasic;Common
DAA;153;Greedent;CStage 1;Rare
DAA;154;Rookidee;CBasic;Common
DAA;155;Corvisquire;CStage 1;Uncommon
DAA;156;Corviknight;CStage 2;Holo Rare
DAA;157;Big Parasol;Tool;Uncommon
DAA;158;Billowing Smoke;Tool;Uncommon
DAA;159;Bird Keeper;Supporter;Uncommon
DAA;160;Cape of Toughness;Tool;Uncommon
DAA;161;Familiar Bell;Item;Uncommon
DAA;162;Glimwood Tangle;Stadium;Uncommon
DAA;163;Kabu;Supporter;Uncommon
DAA;164;Old PC;Item;Uncommon
DAA;165;Piers;Supporter;Uncommon
DAA;166;Pokémon Breeder's Nurturing;Supporter;Uncommon
DAA;167;Rare Fossil;Item;Uncommon
DAA;168;Rose;Supporter;Uncommon
DAA;169;Rose Tower;Stadium;Uncommon
DAA;170;Spikemuth;Stadium;Uncommon
DAA;171;Struggle Gloves;Tool;Uncommon
DAA;172;Turbo Patch;Item;Uncommon
DAA;173;Yell Horn;Item;Uncommon
DAA;174;Heat Fire Energy;Special Energy;Uncommon
DAA;175;Hiding Darkness Energy;Special Energy;Uncommon
DAA;176;Powerful Colorless Energy;Special Energy;Uncommon
DAA;177;Butterfree V;GBasic;Ultra Rare
DAA;178;Houndoom V;RBasic;Ultra Rare
DAA;179;Centiskorch V;RBasic;Ultra Rare
DAA;180;Vikavolt V;LBasic;Ultra Rare
DAA;181;Rhyperior V;FBasic;Ultra Rare
DAA;182;Crobat V;DBasic;Ultra Rare
DAA;183;Scizor V;MBasic;Ultra Rare
DAA;184;Galarian Stunfisk V;MBasic;Ultra Rare
DAA;185;Salamence V;CBasic;Ultra Rare
DAA;186;Kabu;Supporter;Ultra Rare
DAA;187;Piers;Supporter;Ultra Rare
DAA;188;Pokémon Breeder's Nurturing;Supporter;Ultra Rare
DAA;189;Rose;Supporter;Ultra Rare
DAA;190;Butterfree VMAX;GVMAX;Rainbow Rare
DAA;191;Centiskorch VMAX;RVMAX;Rainbow Rare
DAA;192;Eternatus VMAX;DVMAX;Rainbow Rare
DAA;193;Scizor VMAX;MVMAX;Rainbow Rare
DAA;194;Salamence VMAX;CVMAX;Rainbow Rare
DAA;195;Pokémon Breeder's Nurturing;Supporter;Rainbow Rare
DAA;196;Rose;Supporter;Rainbow Rare
DAA;197;Rillaboom;GStage 2;Secret Rare
DAA;198;Coalossal;FStage 2;Secret Rare
DAA;199;Big Parasol;Tool;Secret Rare
DAA;200;Turbo Patch;Item;Secret Rare
DAA;201;Capture Energy;Special Energy;Secret Rare
CPA;1;Venusaur V;GBasic;Double Rare
CPA;2;Weedle;GBasic;Common
CPA;3;Kakuna;GStage 1;Common
CPA;4;Beedrill;GStage 2;Uncommon
CPA;5;Eldegoss V;GBasic;Double Rare
CPA;6;Vulpix;RBasic;Common
CPA;7;Victini;RBasic;Uncommon
CPA;8;Incineroar V;RBasic;Double Rare
CPA;9;Sizzlipede;RBasic;Common
CPA;10;Centiskorch;RStage 1;Holo Rare
CPA;11;Carvanha;WBasic;Common
CPA;12;Sharpedo;WStage 1;Uncommon
CPA;13;Wailord V;WBasic;Double Rare
CPA;14;Drednaw V;WBasic;Double Rare
CPA;15;Drednaw VMAX;WVMAX;Double Rare
CPA;16;Gardevoir V;PBasic;Double Rare
CPA;17;Gardevoir VMAX;PVMAX;Double Rare
CPA;18;Hatenna;PBasic;Common
CPA;19;Hattrem;PStage 1;Uncommon
CPA;20;Hatterene;PStage 2;Holo Rare
CPA;21;Galarian Cursola V;PBasic;Double Rare
CPA;22;Alcremie V;PBasic;Double Rare
CPA;23;Alcremie VMAX;PVMAX;Double Rare
CPA;24;Machop;FBasic;Common
CPA;25;Machoke;FStage 1;Uncommon
CPA;26;Machamp;FStage 2;Holo Rare
CPA;27;Lucario V;FBasic;Double Rare
CPA;28;Zygarde;FBasic;Holo Rare
CPA;29;Rockruff;FBasic;Common
CPA;30;Lycanroc;FStage 1;Holo Rare
CPA;31;Rolycoly;FBasic;Common
CPA;32;Grapploct V;FBasic;Double Rare
CPA;33;Ekans;DBasic;Common
CPA;34;Arbok;DStage 1;Uncommon
CPA;35;Galarian Zigzagoon;DBasic;Common
CPA;36;Galarian Linoone;DStage 1;Common
CPA;37;Galarian Obstagoon;DStage 2;Holo Rare
CPA;38;Absol;DBasic;Uncommon
CPA;39;Purrloin;DBasic;Common
CPA;40;Liepard;DStage 1;Uncommon
CPA;41;Scraggy;DBasic;Common
CPA;42;Scrafty;DStage 1;Holo Rare
CPA;43;Trubbish;DBasic;Common
CPA;44;Inkay;DBasic;Common
CPA;45;Malamar;DStage 1;Uncommon
CPA;46;Nickit;DBasic;Common
CPA;47;Duraludon V;MBasic;Double Rare
CPA;48;Swablu;CBasic;Common
CPA;49;Altaria;CStage 1;Holo Rare
CPA;50;Bede;Supporter;Uncommon
CPA;51;Full Heal;Item;Common
CPA;52;Great Ball;Item;Uncommon
CPA;53;Hop;Supporter;Uncommon
CPA;54;Hyper Potion;Item;Uncommon
CPA;55;Kabu;Supporter;Uncommon
CPA;56;Marnie;Supporter;Holo Rare
CPA;57;Milo;Supporter;Uncommon
CPA;58;Piers;Supporter;Uncommon
CPA;59;Poké Ball;Item;Common
CPA;60;Pokémon Center Lady;Supporter;Uncommon
CPA;61;Potion;Item;Common
CPA;62;Professor's Research;Supporter;Holo Rare
CPA;63;Rotom Bike;Item;Uncommon
CPA;64;Rotom Phone;Item;Uncommon
CPA;65;Sonia;Supporter;Uncommon
CPA;66;Suspicious Food Tin;Item;Uncommon
CPA;67;Team Yell Grunt;Supporter;Uncommon
CPA;68;Turffield Stadium;Stadium;Uncommon
CPA;69;Drednaw V;WBasic;Ultra Rare
CPA;70;Gardevoir V;PBasic;Ultra Rare
CPA;71;Galarian Cursola V;PBasic;Ultra Rare
CPA;72;Grapploct V;FBasic;Ultra Rare
CPA;73;Hop;Supporter;Ultra Rare
CPA;74;Charizard VMAX;RVMAX;Rainbow Rare
CPA;75;Drednaw VMAX;WVMAX;Rainbow Rare
CPA;76;Gardevoir VMAX;PVMAX;Rainbow Rare
CPA;77;Kabu;Supporter;Rainbow Rare
CPA;78;Piers;Supporter;Rainbow Rare
CPA;79;Charizard V;RBasic;Secret Rare
CPA;80;Suspicious Food Tin;Item;Secret Rare
VIV;1;Weedle;GBasic;Common
VIV;2;Kakuna;GStage 1;Uncommon
VIV;3;Beedrill;GStage 2;Rare
VIV;4;Exeggcute;GBasic;Common
VIV;5;Exeggutor;GStage 1;Rare
VIV;6;Yanma;GBasic;Common
VIV;7;Yanmega;GStage 1;Rare
VIV;8;Pineco;GBasic;Common
VIV;9;Celebi;GBasic;Amazing Rare
VIV;10;Seedot;GBasic;Common
VIV;11;Nuzleaf;GStage 1;Uncommon
VIV;12;Shiftry;GStage 2;Rare
VIV;13;Nincada;GBasic;Common
VIV;14;Ninjask;GStage 1;Rare
VIV;15;Shaymin;GBasic;Holo Rare
VIV;16;Genesect;GBasic;Holo Rare
VIV;17;Skiddo;GBasic;Common
VIV;18;Gogoat;GStage 1;Uncommon
VIV;19;Dhelmise;GBasic;Uncommon
VIV;20;Orbeetle V;GBasic;Double Rare
VIV;21;Orbeetle VMAX;GVMAX;Double Rare
VIV;22;Zarude V;GBasic;Double Rare
VIV;23;Charmander;RBasic;Common
VIV;24;Charmeleon;RStage 1;Uncommon
VIV;25;Charizard;RStage 2;Rare
VIV;26;Flareon;RStage 1;Rare
VIV;27;Slugma;RBasic;Common
VIV;28;Magcargo;RStage 1;Uncommon
VIV;29;Talonflame V;RBasic;Double Rare
VIV;30;Vaporeon;WStage 1;Rare
VIV;31;Wailmer;WBasic;Common
VIV;32;Wailord;WStage 1;Holo Rare
VIV;33;Oshawott;WBasic;Common
VIV;34;Dewott;WStage 1;Uncommon
VIV;35;Samurott;WStage 2;Rare
VIV;36;Galarian Darmanitan V;WBasic;Double Rare
VIV;37;Galarian Darmanitan VMAX;WVMAX;Double Rare
VIV;38;Chewtle;WBasic;Common
VIV;39;Drednaw;WStage 1;Rare
VIV;40;Cramorant;WBasic;Uncommon
VIV;41;Arrokuda;WBasic;Common
VIV;42;Barraskewda;WStage 1;Rare
VIV;43;Pikachu V;LBasic;Double Rare
VIV;44;Pikachu VMAX;LVMAX;Double Rare
VIV;45;Voltorb;LBasic;Common
VIV;46;Electrode;LStage 1;Holo Rare
VIV;47;Jolteon;LStage 1;Rare
VIV;48;Zapdos;LBasic;Holo Rare
VIV;49;Ampharos V;LBasic;Double Rare
VIV;50;Raikou;LBasic;Amazing Rare
VIV;51;Electrike;LBasic;Common
VIV;52;Manectric;LStage 1;Rare
VIV;53;Blitzle;LBasic;Common
VIV;54;Zebstrika;LStage 1;Uncommon
VIV;55;Joltik;LBasic;Common
VIV;56;Galvantula;LStage 1;Uncommon
VIV;57;Tynamo;LBasic;Common
VIV;58;Eelektrik;LStage 1;Uncommon
VIV;59;Eelektross;LStage 2;Rare
VIV;60;Zekrom;LBasic;Holo Rare
VIV;61;Zeraora;LBasic;Holo Rare
VIV;62;Pincurchin;LBasic;Uncommon
VIV;63;Clefairy;PBasic;Common
VIV;64;Clefable;PStage 1;Rare
VIV;65;Girafarig;PBasic;Uncommon
VIV;66;Shedinja;PBasic;Rare
VIV;67;Shuppet;PBasic;Common
VIV;68;Banette;PStage 1;Rare
VIV;69;Duskull;PBasic;Common
VIV;70;Dusclops;PStage 1;Uncommon
VIV;71;Dusknoir;PStage 2;Holo Rare
VIV;72;Chimecho;PBasic;Common
VIV;73;Woobat;PBasic;Common
VIV;74;Swoobat;PStage 1;Uncommon
VIV;75;Cottonee;PBasic;Common
VIV;76;Whimsicott;PStage 1;Rare
VIV;77;Dedenne;PBasic;Common
VIV;78;Xerneas;PBasic;Holo Rare
VIV;79;Diancie;PBasic;Holo Rare
VIV;80;Milcery;PBasic;Common
VIV;81;Alcremie;PStage 1;Rare
VIV;82;Zacian;PBasic;Amazing Rare
VIV;83;Wooper;FBasic;Common
VIV;84;Quagsire;FStage 1;Rare
VIV;85;Shuckle;FBasic;Uncommon
VIV;86;Phanpy;FBasic;Common
VIV;87;Donphan;FStage 1;Rare
VIV;88;Hitmontop;FBasic;Uncommon
VIV;89;Regirock;FBasic;Holo Rare
VIV;90;Riolu;FBasic;Common
VIV;91;Drilbur;FBasic;Common
VIV;92;Terrakion;FBasic;Rare
VIV;93;Zygarde;FBasic;Holo Rare
VIV;94;Rockruff;FBasic;Common
VIV;95;Lycanroc;FStage 1;Rare
VIV;96;Mudbray;FBasic;Common
VIV;97;Mudsdale;FStage 1;Rare
VIV;98;Coalossal V;FBasic;Double Rare
VIV;99;Coalossal VMAX;FVMAX;Double Rare
VIV;100;Clobbopus;FBasic;Common
VIV;101;Grapploct;FStage 1;Rare
VIV;102;Zamazenta;FBasic;Amazing Rare
VIV;103;Poochyena;DBasic;Common
VIV;104;Mightyena;DStage 1;Uncommon
VIV;105;Sableye;DBasic;Uncommon
VIV;106;Drapion V;DBasic;Double Rare
VIV;107;Sandile;DBasic;Common
VIV;108;Krokorok;DStage 1;Uncommon
VIV;109;Krookodile;DStage 2;Rare
VIV;110;Trubbish;DBasic;Common
VIV;111;Garbodor;DStage 1;Rare
VIV;112;Galarian Meowth;MBasic;Common
VIV;113;Galarian Perrserker;MStage 1;Rare
VIV;114;Forretress;MStage 1;Rare
VIV;115;Steelix V;MBasic;Double Rare
VIV;116;Beldum;MBasic;Common
VIV;117;Metang;MStage 1;Uncommon
VIV;118;Metagross;MStage 2;Rare
VIV;119;Jirachi;MBasic;Amazing Rare
VIV;120;Lucario;MStage 1;Rare
VIV;121;Dialga;MBasic;Holo Rare
VIV;122;Excadrill;MStage 1;Uncommon
VIV;123;Ferroseed;MBasic;Common
VIV;124;Ferrothorn;MStage 1;Uncommon
VIV;125;Galarian Stunfisk;MBasic;Uncommon
VIV;126;Aegislash V;MBasic;Double Rare
VIV;127;Aegislash VMAX;MVMAX;Double Rare
VIV;128;Magearna;MBasic;Holo Rare
VIV;129;Duraludon;MBasic;Holo Rare
VIV;130;Eevee;CBasic;Common
VIV;131;Snorlax;CBasic;Holo Rare
VIV;132;Lugia;CBasic;Holo Rare
VIV;133;Taillow;CBasic;Common
VIV;134;Swellow;CStage 1;Uncommon
VIV;135;Whismur;CBasic;Common
VIV;136;Loudred;CStage 1;Uncommon
VIV;137;Exploud;CStage 2;Rare
VIV;138;Rayquaza;CBasic;Amazing Rare
VIV;139;Chatot;CBasic;Common
VIV;140;Togekiss V;CBasic;Double Rare
VIV;141;Togekiss VMAX;CVMAX;Double Rare
VIV;142;Tornadus;CBasic;Holo Rare
VIV;143;Pikipek;CBasic;Common
VIV;144;Trumbeak;CStage 1;Uncommon
VIV;145;Toucannon;CStage 2;Rare
VIV;146;Allister;Supporter;Uncommon
VIV;147;Bea;Supporter;Uncommon
VIV;148;Beauty;Supporter;Uncommon
VIV;149;Cara Liss;Supporter;Uncommon
VIV;150;Circhester Bath;Stadium;Uncommon
VIV;151;Drone Rotom;Item;Uncommon
VIV;152;Hero's Medal;Tool;Uncommon
VIV;153;League Staff;Supporter;Uncommon
VIV;154;Leon;Supporter;Holo Rare
VIV;155;Memory Capsule;Tool;Uncommon
VIV;156;Moomoo Cheese;Item;Uncommon
VIV;157;Nessa;Supporter;Uncommon
VIV;158;Opal;Supporter;Uncommon
VIV;159;Rocky Helmet;Tool;Uncommon
VIV;160;Telescopic Sight;Tool;Uncommon
VIV;161;Wyndon Stadium;Stadium;Uncommon
VIV;162;Aromatic Grass Energy;Special Energy;Uncommon
VIV;163;Coating Metal Energy;Special Energy;Uncommon
VIV;164;Stone Fighting Energy;Special Energy;Uncommon
VIV;165;Wash Water Energy;Special Energy;Uncommon
VIV;166;Orbeetle V;GBasic;Ultra Rare
VIV;167;Zarude V;GBasic;Ultra Rare
VIV;168;Talonflame V;RBasic;Ultra Rare
VIV;169;Galarian Darmanitan V;WBasic;Ultra Rare
VIV;170;Pikachu V;LBasic;Ultra Rare
VIV;171;Ampharos V;LBasic;Ultra Rare
VIV;172;Alakazam V;PBasic;Ultra Rare
VIV;173;Coalossal V;FBasic;Ultra Rare
VIV;174;Galarian Sirfetch'd V;FBasic;Ultra Rare
VIV;175;Drapion V;DBasic;Ultra Rare
VIV;176;Steelix V;MBasic;Ultra Rare
VIV;177;Aegislash V;MBasic;Ultra Rare
VIV;178;Togekiss V;CBasic;Ultra Rare
VIV;179;Allister;Supporter;Ultra Rare
VIV;180;Bea;Supporter;Ultra Rare
VIV;181;Beauty;Supporter;Ultra Rare
VIV;182;Leon;Supporter;Ultra Rare
VIV;183;Nessa;Supporter;Ultra Rare
VIV;184;Opal;Supporter;Ultra Rare
VIV;185;Pokémon Center Lady;Supporter;Ultra Rare
VIV;186;Orbeetle VMAX;GVMAX;Rainbow Rare
VIV;187;Galarian Darmanitan VMAX;WVMAX;Rainbow Rare
VIV;188;Pikachu VMAX;LVMAX;Rainbow Rare
VIV;189;Coalossal VMAX;FVMAX;Rainbow Rare
VIV;190;Aegislash VMAX;MVMAX;Rainbow Rare
VIV;191;Togekiss VMAX;CVMAX;Rainbow Rare
VIV;192;Allister;Supporter;Rainbow Rare
VIV;193;Bea;Supporter;Rainbow Rare
VIV;194;Beauty;Supporter;Rainbow Rare
VIV;195;Leon;Supporter;Rainbow Rare
VIV;196;Nessa;Supporter;Rainbow Rare
VIV;197;Opal;Supporter;Rainbow Rare
VIV;198;Galarian Obstagoon;DStage 2;Secret Rare
VIV;199;Oranguru;CBasic;Secret Rare
VIV;200;Cape of Toughness;Tool;Secret Rare
VIV;201;Hero's Medal;Tool;Secret Rare
VIV;202;Memory Capsule;Tool;Secret Rare
VIV;203;Telescopic Sight;Tool;Secret Rare
SHF;1;Yanma;GBasic;Common
SHF;2;Yanmega;GStage 1;Rare
SHF;3;Celebi;GBasic;Rare
SHF;4;Cacnea;GBasic;Common
SHF;5;Tropius;GBasic;Uncommon
SHF;6;Rowlet;GBasic;Common
SHF;7;Dartrix;GStage 1;Uncommon
SHF;8;Decidueye;GStage 2;Holo Rare
SHF;9;Dhelmise V;GBasic;Double Rare
SHF;10;Dhelmise VMAX;GVMAX;Triple Rare
SHF;11;Grookey;GBasic;Common
SHF;12;Thwackey;GStage 1;Uncommon
SHF;13;Rillaboom;GStage 2;Holo Rare
SHF;14;Gossifleur;GBasic;Common
SHF;15;Eldegoss;GStage 1;Uncommon
SHF;16;Zarude;GBasic;Rare
SHF;17;Reshiram;RBasic;Amazing Rare
SHF;18;Cinderace V;RBasic;Double Rare
SHF;19;Cinderace VMAX;RVMAX;Triple Rare
SHF;20;Horsea;WBasic;Common
SHF;21;Kyogre;WBasic;Amazing Rare
SHF;22;Buizel;WBasic;Common
SHF;23;Floatzel;WStage 1;Uncommon
SHF;24;Manaphy;WBasic;Rare
SHF;25;Volcanion;WBasic;Rare
SHF;26;Chewtle;WBasic;Common
SHF;27;Drednaw;WStage 1;Rare
SHF;28;Cramorant;WBasic;Uncommon
SHF;29;Snom;WBasic;Common
SHF;30;Frosmoth;WStage 1;Holo Rare
SHF;31;Shinx;LBasic;Common
SHF;32;Luxio;LStage 1;Uncommon
SHF;33;Luxray;LStage 2;Holo Rare
SHF;34;Rotom;LBasic;Uncommon
SHF;35;Morpeko;LBasic;Common
SHF;36;Morpeko;LBasic;Common
SHF;37;Morpeko V;LBasic;Double Rare
SHF;38;Morpeko VMAX;LVMAX;Triple Rare
SHF;39;Indeedee V;PBasic;Double Rare
SHF;40;Trapinch;FBasic;Common
SHF;41;Koffing;DBasic;Common
SHF;42;Galarian Weezing;DStage 1;Holo Rare
SHF;43;Spinarak;DBasic;Common
SHF;44;Crobat V;DBasic;Double Rare
SHF;45;Crobat VMAX;DVMAX;Triple Rare
