Set	No.	Code	Type	Rarity	USD	EUR	Result	Set Count	Hilfe	Type vereinfacht
SP	251	Boss's Orders	Supporter		$6.74	4.63€	Boss's Orders SP 251	110	Boss's Orders SP	Supporter
SP	252	Infernape V	RBasic		$0.61	0.78€	Infernape V SP 252	110	Infernape V SP	Pokémon
SP	253	Origin Forme Palkia V	WBasic		$1.72	2.23€	Origin Forme Palkia V SP 253	110	Origin Forme Palkia V SP	Pokémon
SP	254	Origin Forme Palkia VSTAR	WVSTAR		$1.23	1.59€	Origin Forme Palkia VSTAR SP 254	110	Origin Forme Palkia VSTAR SP	Pokémon
SP	255	Origin Forme Dialga V	MBasic		$2.54	2.64€	Origin Forme Dialga V SP 255	110	Origin Forme Dialga V SP	Pokémon
SP	256	Origin Forme Dialga VSTAR	MVSTAR		$1.70	1.90€	Origin Forme Dialga VSTAR SP 256	110	Origin Forme Dialga VSTAR SP	Pokémon
SP	257	Rotom V	LBasic		$0.50	0.49€	Rotom V SP 257	110	Rotom V SP	Pokémon
SP	258	Gallade V	FBasic		$0.56	0.71€	Gallade V SP 258	110	Gallade V SP	Pokémon
SP	259	Giratina V	NBasic		$1.22	1.44€	Giratina V SP 259	110	Giratina V SP	Pokémon
SP	260	Charizard V	RBasic		$21.88	24.41€	Charizard V SP 260	110	Charizard V SP	Pokémon
SP	261	Charizard VMAX	RVMAX		$25.27	24.28€	Charizard VMAX SP 261	110	Charizard VMAX SP	Pokémon
SP	262	Charizard VSTAR	RVSTAR		$41.62	50.61€	Charizard VSTAR SP 262	110	Charizard VSTAR SP	Pokémon
SP	263	Zeraora V	LBasic		$0.91	1.13€	Zeraora V SP 263	110	Zeraora V SP	Pokémon
SP	264	Zeraora VMAX	LVMAX		$2.66	2.66€	Zeraora VMAX SP 264	110	Zeraora VMAX SP	Pokémon
SP	265	Zeraora VSTAR	LVSTAR		$1.74	2.96€	Zeraora VSTAR SP 265	110	Zeraora VSTAR SP	Pokémon
SP	266	Deoxys V	PBasic		$1.46	2.18€	Deoxys V SP 266	110	Deoxys V SP	Pokémon
SP	267	Deoxys VMAX	PVMAX		$3.82	3.17€	Deoxys VMAX SP 267	110	Deoxys VMAX SP	Pokémon
SP	268	Deoxys VSTAR	PVSTAR		$4.77	2.92€	Deoxys VSTAR SP 268	110	Deoxys VSTAR SP	Pokémon
SP	269	Sunflora	GStage 1		$0.41	0.38€	Sunflora SP 269	110	Sunflora SP	Pokémon
SP	270	Rapidash	RStage 1		$0.56	1.64€	Rapidash SP 270	110	Rapidash SP	Pokémon
SP	271	Kirlia	PStage 1		$0.97	2.66€	Kirlia SP 271	110	Kirlia SP	Pokémon
SP	272	Archeops	CStage 2		$0.72	6.73€	Archeops SP 272	110	Archeops SP	Pokémon
SP	273	Hisuian Basculin	WBasic		$0.22	0.44€	Hisuian Basculin SP 273	110	Hisuian Basculin SP	Pokémon
SP	274	Cranidos	FStage 1		$0.28	0.71€	Cranidos SP 274	110	Cranidos SP	Pokémon
SP	275	Manaphy	WBasic		$0.61	0.26€	Manaphy SP 275	110	Manaphy SP	Pokémon
SP	276	Togetic	PStage 1		$0.60	0.26€	Togetic SP 276	110	Togetic SP	Pokémon
SP	277	Rillaboom	GStage 2		$0.38	0.29€	Rillaboom SP 277	110	Rillaboom SP	Pokémon
SP	278	Cinderace	RStage 2		$0.39	0.24€	Cinderace SP 278	110	Cinderace SP	Pokémon
SP	279	Inteleon	WStage 2		$0.34	0.15€	Inteleon SP 279	110	Inteleon SP	Pokémon
SP	280	Regieleki V	LBasic		$0.52	0.68€	Regieleki V SP 280	110	Regieleki V SP	Pokémon
SP	281	Regidrago V	NBasic		$0.57	0.87€	Regidrago V SP 281	110	Regidrago V SP	Pokémon
SP	282	Galarian Articuno	PBasic		$2.71	3.19€	Galarian Articuno SP 282	110	Galarian Articuno SP	Pokémon
SP	283	Galarian Zapdos	FBasic		$1.52	1.87€	Galarian Zapdos SP 283	110	Galarian Zapdos SP	Pokémon
SP	284	Galarian Moltres	DBasic		$9.90	5.36€	Galarian Moltres SP 284	110	Galarian Moltres SP	Pokémon
SP	285	Pikachu V	LBasic		$1.44	1.26€	Pikachu V SP 285	110	Pikachu V SP	Pokémon
SP	286	Pikachu VMAX	LVMAX		$2.95	1.88€	Pikachu VMAX SP 286	110	Pikachu VMAX SP	Pokémon
SP	291	Lucario VSTAR	FVSTAR		$7.43	10.04€	Lucario VSTAR SP 291	110	Lucario VSTAR SP	Pokémon
SP	294	Hisuian Electrode V	GBasic		$0.66	0.54€	Hisuian Electrode V SP 294	110	Hisuian Electrode V SP	Pokémon
SP	295	Virizion V	GBasic		$0.55	0.63€	Virizion V SP 295	110	Virizion V SP	Pokémon
SP	296	Champions Festival	Stadium			130.06€	Champions Festival SP 296	110	Champions Festival SP	Stadium
SP	297	Hisuian Zoroark V	CBasic		$1.11	0.90€	Hisuian Zoroark V SP 297	110	Hisuian Zoroark V SP	Pokémon
SP	298	Hisuian Zoroark VSTAR	CVSTAR		$1.05	0.62€	Hisuian Zoroark VSTAR SP 298	110	Hisuian Zoroark VSTAR SP	Pokémon
SP	301	Lugia V	CBasic		$4.87	2.73€	Lugia V SP 301	110	Lugia V SP	Pokémon
SP	302	Klara	Supporter		$2.89	1.81€	Klara SP 302	110	Klara SP	Supporter
SP	306	Arceus V	CBasic		$2.41	1.63€	Arceus V SP 306	110	Arceus V SP	Pokémon
SP	307	Arceus VSTAR	CVSTAR		$3.59	2.46€	Arceus VSTAR SP 307	110	Arceus VSTAR SP	Pokémon
SSH	1	Celebi V	GBasic	Double Rare	$1.46	2.98€	Celebi V SSH 1	111	Celebi V SSH	Pokémon
SSH	2	Roselia	GBasic	Common	$0.07	0.05€	Roselia SSH 2	111	Roselia SSH	Pokémon
SSH	3	Roselia	GBasic	Common	$0.07	0.04€	Roselia SSH 3	111	Roselia SSH	Pokémon
SSH	4	Roserade	GStage 1	Rare	$0.16	0.37€	Roserade SSH 4	111	Roserade SSH	Pokémon
SSH	5	Cottonee	GBasic	Common	$0.05	0.06€	Cottonee SSH 5	111	Cottonee SSH	Pokémon
SSH	6	Whimsicott	GStage 1	Rare	$0.20	0.24€	Whimsicott SSH 6	111	Whimsicott SSH	Pokémon
SSH	7	Maractus	GBasic	Common	$0.08	0.06€	Maractus SSH 7	111	Maractus SSH	Pokémon
SSH	8	Durant	GBasic	Rare	$0.13	0.22€	Durant SSH 8	111	Durant SSH	Pokémon
SSH	9	Dhelmise V	GBasic	Double Rare	$0.53	1.22€	Dhelmise V SSH 9	111	Dhelmise V SSH	Pokémon
SSH	10	Grookey	GBasic	Common	$0.09	0.05€	Grookey SSH 10	111	Grookey SSH	Pokémon
SSH	11	Grookey	GBasic	Common	$0.05	0.11€	Grookey SSH 11	111	Grookey SSH	Pokémon
SSH	12	Thwackey	GStage 1	Uncommon	$0.10	0.12€	Thwackey SSH 12	111	Thwackey SSH	Pokémon
SSH	13	Thwackey	GStage 1	Uncommon	$0.09	0.11€	Thwackey SSH 13	111	Thwackey SSH	Pokémon
SSH	14	Rillaboom	GStage 2	Holo Rare	$0.21	0.47€	Rillaboom SSH 14	111	Rillaboom SSH	Pokémon
SSH	15	Rillaboom	GStage 2	Rare	$0.33	0.81€	Rillaboom SSH 15	111	Rillaboom SSH	Pokémon
SSH	16	Blipbug	GBasic	Common	$0.03	0.05€	Blipbug SSH 16	111	Blipbug SSH	Pokémon
SSH	17	Blipbug	GBasic	Common	$0.06	0.06€	Blipbug SSH 17	111	Blipbug SSH	Pokémon
SSH	18	Dottler	GStage 1	Uncommon	$0.05	0.08€	Dottler SSH 18	111	Dottler SSH	Pokémon
SSH	19	Orbeetle	GStage 2	Rare	$0.20	0.28€	Orbeetle SSH 19	111	Orbeetle SSH	Pokémon
SSH	20	Gossifleur	GBasic	Common	$0.07	0.07€	Gossifleur SSH 20	111	Gossifleur SSH	Pokémon
SSH	21	Eldegoss	GStage 1	Uncommon	$0.05	0.10€	Eldegoss SSH 21	111	Eldegoss SSH	Pokémon
SSH	22	Vulpix	RBasic	Common	$0.11	0.06€	Vulpix SSH 22	111	Vulpix SSH	Pokémon
SSH	23	Ninetales	RStage 1	Rare	$0.21	0.24€	Ninetales SSH 23	111	Ninetales SSH	Pokémon
SSH	24	Torkoal V	RBasic	Double Rare	$0.78	1.50€	Torkoal V SSH 24	111	Torkoal V SSH	Pokémon
SSH	25	Victini V	RBasic	Double Rare	$0.65	1.31€	Victini V SSH 25	111	Victini V SSH	Pokémon
SSH	26	Heatmor	RBasic	Uncommon	$0.07	0.04€	Heatmor SSH 26	111	Heatmor SSH	Pokémon
SSH	27	Salandit	RBasic	Common	$0.04	0.05€	Salandit SSH 27	111	Salandit SSH	Pokémon
SSH	28	Salazzle	RStage 1	Uncommon	$0.12	0.14€	Salazzle SSH 28	111	Salazzle SSH	Pokémon
SSH	29	Turtonator	RBasic	Rare	$0.17	0.22€	Turtonator SSH 29	111	Turtonator SSH	Pokémon
SSH	30	Scorbunny	RBasic	Common	$0.08	0.05€	Scorbunny SSH 30	111	Scorbunny SSH	Pokémon
SSH	31	Scorbunny	RBasic	Common	$0.09	0.15€	Scorbunny SSH 31	111	Scorbunny SSH	Pokémon
SSH	32	Raboot	RStage 1	Uncommon	$0.11	0.10€	Raboot SSH 32	111	Raboot SSH	Pokémon
SSH	33	Raboot	RStage 1	Uncommon	$0.08	0.08€	Raboot SSH 33	111	Raboot SSH	Pokémon
SSH	34	Cinderace	RStage 2	Holo Rare	$0.41	0.53€	Cinderace SSH 34	111	Cinderace SSH	Pokémon
SSH	35	Cinderace	RStage 2	Holo Rare	$0.35	0.62€	Cinderace SSH 35	111	Cinderace SSH	Pokémon
SSH	36	Cinderace	RStage 2	Rare	$0.28	1.13€	Cinderace SSH 36	111	Cinderace SSH	Pokémon
SSH	37	Sizzlipede	RBasic	Common	$0.03	0.06€	Sizzlipede SSH 37	111	Sizzlipede SSH	Pokémon
SSH	38	Sizzlipede	RBasic	Common	$0.05	0.06€	Sizzlipede SSH 38	111	Sizzlipede SSH	Pokémon
SSH	39	Centiskorch	RStage 1	Rare	$0.28	0.20€	Centiskorch SSH 39	111	Centiskorch SSH	Pokémon
SSH	40	Shellder	WBasic	Common	$0.05	0.08€	Shellder SSH 40	111	Shellder SSH	Pokémon
SSH	41	Cloyster	WStage 1	Rare	$0.18	0.24€	Cloyster SSH 41	111	Cloyster SSH	Pokémon
SSH	42	Krabby	WBasic	Common	$0.08	0.07€	Krabby SSH 42	111	Krabby SSH	Pokémon
SSH	43	Krabby	WBasic	Common	$0.08	0.08€	Krabby SSH 43	111	Krabby SSH	Pokémon
SSH	44	Kingler	WStage 1	Uncommon	$0.11	0.10€	Kingler SSH 44	111	Kingler SSH	Pokémon
SSH	45	Goldeen	WBasic	Common	$0.04	0.05€	Goldeen SSH 45	111	Goldeen SSH	Pokémon
SSH	46	Goldeen	WBasic	Common	$0.09	0.07€	Goldeen SSH 46	111	Goldeen SSH	Pokémon
SSH	47	Seaking	WStage 1	Uncommon	$0.09	0.06€	Seaking SSH 47	111	Seaking SSH	Pokémon
SSH	48	Lapras	WBasic	Rare	$0.25	0.32€	Lapras SSH 48	111	Lapras SSH	Pokémon
SSH	49	Lapras V	WBasic	Double Rare	$1.57	2.51€	Lapras V SSH 49	111	Lapras V SSH	Pokémon
SSH	50	Lapras VMAX	WVMAX	Double Rare	$3.49	4.47€	Lapras VMAX SSH 50	111	Lapras VMAX SSH	Pokémon
SSH	51	Qwilfish	WBasic	Uncommon	$0.04	0.09€	Qwilfish SSH 51	111	Qwilfish SSH	Pokémon
SSH	52	Mantine	WBasic	Uncommon	$0.12	0.12€	Mantine SSH 52	111	Mantine SSH	Pokémon
SSH	53	Keldeo V	WBasic	Double Rare	$0.87	1.86€	Keldeo V SSH 53	111	Keldeo V SSH	Pokémon
SSH	54	Sobble	WBasic	Common	$0.07	0.05€	Sobble SSH 54	111	Sobble SSH	Pokémon
SSH	55	Sobble	WBasic	Common	$0.08	0.14€	Sobble SSH 55	111	Sobble SSH	Pokémon
SSH	56	Drizzile	WStage 1	Uncommon	$0.21	0.42€	Drizzile SSH 56	111	Drizzile SSH	Pokémon
SSH	57	Drizzile	WStage 1	Uncommon	$0.15	0.11€	Drizzile SSH 57	111	Drizzile SSH	Pokémon
SSH	58	Inteleon	WStage 2	Holo Rare	$0.42	0.58€	Inteleon SSH 58	111	Inteleon SSH	Pokémon
SSH	59	Inteleon	WStage 2	Rare	$0.28	0.47€	Inteleon SSH 59	111	Inteleon SSH	Pokémon
SSH	60	Chewtle	WBasic	Common	$0.05	0.07€	Chewtle SSH 60	111	Chewtle SSH	Pokémon
SSH	61	Drednaw	WStage 1	Rare	$0.10	0.24€	Drednaw SSH 61	111	Drednaw SSH	Pokémon
SSH	62	Cramorant	WBasic	Rare	$0.20	0.20€	Cramorant SSH 62	111	Cramorant SSH	Pokémon
SSH	63	Snom	WBasic	Common	$0.10	0.09€	Snom SSH 63	111	Snom SSH	Pokémon
SSH	64	Frosmoth	WStage 1	Holo Rare	$0.36	0.48€	Frosmoth SSH 64	111	Frosmoth SSH	Pokémon
SSH	65	Pikachu	LBasic	Common	$0.28	0.59€	Pikachu SSH 65	111	Pikachu SSH	Pokémon
SSH	66	Raichu	LStage 1	Rare	$0.28	0.39€	Raichu SSH 66	111	Raichu SSH	Pokémon
SSH	67	Chinchou	LBasic	Common	$0.07	0.06€	Chinchou SSH 67	111	Chinchou SSH	Pokémon
SSH	68	Chinchou	LBasic	Common	$0.06	0.05€	Chinchou SSH 68	111	Chinchou SSH	Pokémon
SSH	69	Lanturn	LStage 1	Rare	$0.16	0.28€	Lanturn SSH 69	111	Lanturn SSH	Pokémon
SSH	70	Joltik	LBasic	Common	$0.09	0.06€	Joltik SSH 70	111	Joltik SSH	Pokémon
SSH	71	Galvantula	LStage 1	Uncommon	$0.11	0.09€	Galvantula SSH 71	111	Galvantula SSH	Pokémon
SSH	72	Tapu Koko V	LBasic	Double Rare	$0.73	1.89€	Tapu Koko V SSH 72	111	Tapu Koko V SSH	Pokémon
SSH	73	Yamper	LBasic	Common	$0.09	0.05€	Yamper SSH 73	111	Yamper SSH	Pokémon
SSH	74	Yamper	LBasic	Common	$0.09	0.04€	Yamper SSH 74	111	Yamper SSH	Pokémon
SSH	75	Boltund	LStage 1	Holo Rare	$0.27	0.58€	Boltund SSH 75	111	Boltund SSH	Pokémon
SSH	76	Boltund	LStage 1	Holo Rare	$0.27	0.29€	Boltund SSH 76	111	Boltund SSH	Pokémon
SSH	77	Pincurchin	LBasic	Common	$0.03	0.08€	Pincurchin SSH 77	111	Pincurchin SSH	Pokémon
SSH	78	Morpeko	LBasic	Rare	$0.29	0.52€	Morpeko SSH 78	111	Morpeko SSH	Pokémon
SSH	79	Morpeko V	LBasic	Double Rare	$0.75	1.09€	Morpeko V SSH 79	111	Morpeko V SSH	Pokémon
SSH	80	Morpeko VMAX	LVMAX	Double Rare	$2.00	2.32€	Morpeko VMAX SSH 80	111	Morpeko VMAX SSH	Pokémon
SSH	81	Galarian Ponyta	PBasic	Common	$0.19	0.06€	Galarian Ponyta SSH 81	111	Galarian Ponyta SSH	Pokémon
SSH	82	Galarian Rapidash	PStage 1	Rare	$0.82	2.47€	Galarian Rapidash SSH 82	111	Galarian Rapidash SSH	Pokémon
SSH	83	Gastly	PBasic	Common	$0.10	0.12€	Gastly SSH 83	111	Gastly SSH	Pokémon
SSH	84	Haunter	PStage 1	Uncommon	$0.18	0.21€	Haunter SSH 84	111	Haunter SSH	Pokémon
SSH	85	Gengar	PStage 2	Holo Rare	$1.86	4.98€	Gengar SSH 85	111	Gengar SSH	Pokémon
SSH	86	Wobbuffet V	PBasic	Double Rare	$0.97	1.33€	Wobbuffet V SSH 86	111	Wobbuffet V SSH	Pokémon
SSH	87	Munna	PBasic	Common	$0.14	0.07€	Munna SSH 87	111	Munna SSH	Pokémon
SSH	88	Musharna	PStage 1	Rare	$0.16	0.39€	Musharna SSH 88	111	Musharna SSH	Pokémon
SSH	89	Sinistea	PBasic	Common	$0.06	0.11€	Sinistea SSH 89	111	Sinistea SSH	Pokémon
SSH	90	Polteageist	PStage 1	Rare	$0.15	0.22€	Polteageist SSH 90	111	Polteageist SSH	Pokémon
SSH	91	Indeedee V	PBasic	Double Rare	$0.79	1.20€	Indeedee V SSH 91	111	Indeedee V SSH	Pokémon
SSH	92	Diglett	FBasic	Common	$0.09	0.02€	Diglett SSH 92	111	Diglett SSH	Pokémon
SSH	93	Dugtrio	FStage 1	Uncommon	$0.14	0.11€	Dugtrio SSH 93	111	Dugtrio SSH	Pokémon
SSH	94	Hitmonlee	FBasic	Uncommon	$0.16	0.10€	Hitmonlee SSH 94	111	Hitmonlee SSH	Pokémon
SSH	95	Hitmonchan	FBasic	Uncommon	$0.13	0.07€	Hitmonchan SSH 95	111	Hitmonchan SSH	Pokémon
SSH	96	Rhyhorn	FBasic	Common	$0.04	0.05€	Rhyhorn SSH 96	111	Rhyhorn SSH	Pokémon
SSH	97	Rhyhorn	FBasic	Common	$0.05	0.04€	Rhyhorn SSH 97	111	Rhyhorn SSH	Pokémon
SSH	98	Rhydon	FStage 1	Uncommon	$0.07	0.08€	Rhydon SSH 98	111	Rhydon SSH	Pokémon
SSH	99	Rhyperior	FStage 2	Holo Rare	$0.28	0.52€	Rhyperior SSH 99	111	Rhyperior SSH	Pokémon
SSH	100	Sudowoodo	FBasic	Uncommon	$0.09	0.09€	Sudowoodo SSH 100	111	Sudowoodo SSH	Pokémon
SSH	101	Baltoy	FBasic	Common	$0.05	0.05€	Baltoy SSH 101	111	Baltoy SSH	Pokémon
SSH	102	Baltoy	FBasic	Common	$0.05	0.05€	Baltoy SSH 102	111	Baltoy SSH	Pokémon
SSH	103	Claydol	FStage 1	Rare	$0.16	0.42€	Claydol SSH 103	111	Claydol SSH	Pokémon
SSH	104	Regirock V	FBasic	Double Rare	$0.76	2.08€	Regirock V SSH 104	111	Regirock V SSH	Pokémon
SSH	105	Mudbray	FBasic	Common	$0.07	0.04€	Mudbray SSH 105	111	Mudbray SSH	Pokémon
SSH	106	Mudsdale	FStage 1	Rare	$0.19	0.22€	Mudsdale SSH 106	111	Mudsdale SSH	Pokémon
SSH	107	Silicobra	FBasic	Common	$0.04	0.06€	Silicobra SSH 107	111	Silicobra SSH	Pokémon
SSH	108	Silicobra	FBasic	Common	$0.03	0.05€	Silicobra SSH 108	111	Silicobra SSH	Pokémon
SSH	109	Sandaconda	FStage 1	Rare	$0.16	0.22€	Sandaconda SSH 109	111	Sandaconda SSH	Pokémon
SSH	110	Sandaconda	FStage 1	Holo Rare	$0.18	0.49€	Sandaconda SSH 110	111	Sandaconda SSH	Pokémon
SSH	111	Clobbopus	FBasic	Common	$0.05	0.06€	Clobbopus SSH 111	111	Clobbopus SSH	Pokémon
SSH	112	Clobbopus	FBasic	Common	$0.05	0.07€	Clobbopus SSH 112	111	Clobbopus SSH	Pokémon
SSH	113	Grapploct	FStage 1	Rare	$0.18	0.22€	Grapploct SSH 113	111	Grapploct SSH	Pokémon
SSH	114	Stonjourner	FBasic	Rare	$0.18	0.26€	Stonjourner SSH 114	111	Stonjourner SSH	Pokémon
SSH	115	Stonjourner V	FBasic	Double Rare	$0.80	1.36€	Stonjourner V SSH 115	111	Stonjourner V SSH	Pokémon
SSH	116	Stonjourner VMAX	FVMAX	Double Rare	$1.59	1.82€	Stonjourner VMAX SSH 116	111	Stonjourner VMAX SSH	Pokémon
SSH	117	Galarian Zigzagoon	DBasic	Common	$0.08	0.10€	Galarian Zigzagoon SSH 117	111	Galarian Zigzagoon SSH	Pokémon
SSH	118	Galarian Linoone	DStage 1	Uncommon	$0.09	0.09€	Galarian Linoone SSH 118	111	Galarian Linoone SSH	Pokémon
SSH	119	Galarian Obstagoon	DStage 2	Holo Rare	$0.29	0.66€	Galarian Obstagoon SSH 119	111	Galarian Obstagoon SSH	Pokémon
SSH	120	Sableye V	DBasic	Double Rare	$1.01	1.30€	Sableye V SSH 120	111	Sableye V SSH	Pokémon
SSH	121	Skorupi	DBasic	Common	$0.08	0.08€	Skorupi SSH 121	111	Skorupi SSH	Pokémon
SSH	122	Drapion	DStage 1	Rare	$0.20	0.27€	Drapion SSH 122	111	Drapion SSH	Pokémon
SSH	123	Croagunk	DBasic	Common	$0.07	0.07€	Croagunk SSH 123	111	Croagunk SSH	Pokémon
SSH	124	Toxicroak	DStage 1	Holo Rare	$0.63	0.84€	Toxicroak SSH 124	111	Toxicroak SSH	Pokémon
SSH	125	Nickit	DBasic	Common	$0.05	0.05€	Nickit SSH 125	111	Nickit SSH	Pokémon
SSH	126	​Thievul	DStage 1	Rare	$0.20	0.30€	​Thievul SSH 126	111	​Thievul SSH	Pokémon
SSH	127	Galarian Meowth	MBasic	Common	$0.06	0.06€	Galarian Meowth SSH 127	111	Galarian Meowth SSH	Pokémon
SSH	128	Galarian Perrserker	MStage 1	Holo Rare	$0.34	0.65€	Galarian Perrserker SSH 128	111	Galarian Perrserker SSH	Pokémon
SSH	129	Mawile	MBasic	Common	$0.07	0.08€	Mawile SSH 129	111	Mawile SSH	Pokémon
SSH	130	Ferroseed	MBasic	Common	$0.10	0.06€	Ferroseed SSH 130	111	Ferroseed SSH	Pokémon
SSH	131	Ferrothorn	MStage 1	Uncommon	$0.03	0.07€	Ferrothorn SSH 131	111	Ferrothorn SSH	Pokémon
SSH	132	Galarian Stunfisk	MBasic	Uncommon	$0.04	0.13€	Galarian Stunfisk SSH 132	111	Galarian Stunfisk SSH	Pokémon
SSH	133	Pawniard	MBasic	Common	$0.04	0.06€	Pawniard SSH 133	111	Pawniard SSH	Pokémon
SSH	134	Bisharp	MStage 1	Uncommon	$0.06	0.06€	Bisharp SSH 134	111	Bisharp SSH	Pokémon
SSH	135	Corviknight	MStage 2	Rare	$0.15	0.15€	Corviknight SSH 135	111	Corviknight SSH	Pokémon
SSH	136	Cufant	MBasic	Common	$0.04	0.05€	Cufant SSH 136	111	Cufant SSH	Pokémon
SSH	137	Copperajah	MStage 1	Holo Rare	$0.27	0.93€	Copperajah SSH 137	111	Copperajah SSH	Pokémon
SSH	138	Zacian V	MBasic	Double Rare	$0.88	1.56€	Zacian V SSH 138	111	Zacian V SSH	Pokémon
SSH	139	Zamazenta V	MBasic	Double Rare	$0.76	1.88€	Zamazenta V SSH 139	111	Zamazenta V SSH	Pokémon
SSH	140	Snorlax	CBasic	Rare	$0.38	0.93€	Snorlax SSH 140	111	Snorlax SSH	Pokémon
SSH	141	Snorlax V	CBasic	Double Rare	$3.57	4.64€	Snorlax V SSH 141	111	Snorlax V SSH	Pokémon
SSH	142	Snorlax VMAX	CVMAX	Double Rare	$38.78	41.33€	Snorlax VMAX SSH 142	111	Snorlax VMAX SSH	Pokémon
SSH	143	Hoothoot	CBasic	Common	$0.05	0.05€	Hoothoot SSH 143	111	Hoothoot SSH	Pokémon
SSH	144	Noctowl	CStage 1	Rare	$0.19	0.27€	Noctowl SSH 144	111	Noctowl SSH	Pokémon
SSH	145	Minccino	CBasic	Common	$0.09	0.06€	Minccino SSH 145	111	Minccino SSH	Pokémon
SSH	146	Minccino	CBasic	Common	$0.11	0.05€	Minccino SSH 146	111	Minccino SSH	Pokémon
SSH	147	Cinccino	CStage 1	Rare	$0.30	0.74€	Cinccino SSH 147	111	Cinccino SSH	Pokémon
SSH	148	Oranguru	CBasic	Holo Rare	$0.36	0.63€	Oranguru SSH 148	111	Oranguru SSH	Pokémon
SSH	149	Drampa	CBasic	Rare	$0.17	0.22€	Drampa SSH 149	111	Drampa SSH	Pokémon
SSH	150	Rookidee	CBasic	Common	$0.05	0.06€	Rookidee SSH 150	111	Rookidee SSH	Pokémon
SSH	151	Corvisquire	CStage 1	Uncommon	$0.04	0.07€	Corvisquire SSH 151	111	Corvisquire SSH	Pokémon
SSH	152	Wooloo	CBasic	Common	$0.08	0.05€	Wooloo SSH 152	111	Wooloo SSH	Pokémon
SSH	153	Wooloo	CBasic	Common	$0.11	0.11€	Wooloo SSH 153	111	Wooloo SSH	Pokémon
SSH	154	Dubwool	CStage 1	Uncommon	$0.06	0.12€	Dubwool SSH 154	111	Dubwool SSH	Pokémon
SSH	155	Cramorant V	CBasic	Double Rare	$0.63	1.06€	Cramorant V SSH 155	111	Cramorant V SSH	Pokémon
SSH	156	Air Balloon	Tool	Uncommon	$0.54	0.24€	Air Balloon SSH 156	111	Air Balloon SSH	Tool
SSH	157	Bede	Supporter	Uncommon	$0.08	0.07€	Bede SSH 157	111	Bede SSH	Supporter
SSH	158	Big Charm	Tool	Uncommon	$0.11	0.06€	Big Charm SSH 158	111	Big Charm SSH	Tool
SSH	159	Crushing Hammer	Item	Uncommon	$0.07	0.08€	Crushing Hammer SSH 159	111	Crushing Hammer SSH	Item
SSH	160	Energy Retrieval	Item	Uncommon	$0.15	0.08€	Energy Retrieval SSH 160	111	Energy Retrieval SSH	Item
SSH	161	Energy Search	Item	Uncommon	$0.12	0.06€	Energy Search SSH 161	111	Energy Search SSH	Item
SSH	162	Energy Switch	Item	Uncommon	$0.18	0.12€	Energy Switch SSH 162	111	Energy Switch SSH	Item
SSH	163	Evolution Incense	Item	Uncommon	$0.22	0.21€	Evolution Incense SSH 163	111	Evolution Incense SSH	Item
SSH	164	Great Ball	Item	Uncommon	$0.06	0.05€	Great Ball SSH 164	111	Great Ball SSH	Item
SSH	165	Hop	Supporter	Uncommon	$0.06	0.04€	Hop SSH 165	111	Hop SSH	Supporter
SSH	166	Hyper Potion	Item	Uncommon	$0.08	0.08€	Hyper Potion SSH 166	111	Hyper Potion SSH	Item
SSH	167	Lucky Egg	Tool	Uncommon	$0.10	0.07€	Lucky Egg SSH 167	111	Lucky Egg SSH	Tool
SSH	168	Lum Berry	Tool	Uncommon	$0.05	0.10€	Lum Berry SSH 168	111	Lum Berry SSH	Tool
SSH	169	Marnie	Supporter	Holo Rare	$0.65	0.46€	Marnie SSH 169	111	Marnie SSH	Supporter
SSH	170	Metal Saucer	Item	Uncommon	$0.12	0.10€	Metal Saucer SSH 170	111	Metal Saucer SSH	Item
SSH	171	Ordinary Rod	Item	Uncommon	$0.18	0.08€	Ordinary Rod SSH 171	111	Ordinary Rod SSH	Item
SSH	172	Pal Pad	Item	Uncommon	$0.28	0.23€	Pal Pad SSH 172	111	Pal Pad SSH	Item
SSH	173	Poké Kid	Supporter	Uncommon	$0.12	0.04€	Poké Kid SSH 173	111	Poké Kid SSH	Supporter
SSH	174	Pokégear 3.0	Item	Uncommon	$1.18	1.91€	Pokégear 3.0 SSH 174	111	Pokégear 3.0 SSH	Item
SSH	175	Pokémon Catcher	Item	Uncommon	$0.08	0.07€	Pokémon Catcher SSH 175	111	Pokémon Catcher SSH	Item
SSH	176	Pokémon Center Lady	Supporter	Uncommon	$0.10	0.08€	Pokémon Center Lady SSH 176	111	Pokémon Center Lady SSH	Supporter
SSH	177	Potion	Item	Uncommon	$0.08	0.05€	Potion SSH 177	111	Potion SSH	Item
SSH	178	Professor's Research	Supporter	Holo Rare	$0.17	0.17€	Professor's Research SSH 178	111	Professor's Research SSH	Supporter
SSH	179	Quick Ball	Item	Uncommon	$0.17	0.22€	Quick Ball SSH 179	111	Quick Ball SSH	Item
SSH	180	Rare Candy	Item	Uncommon	$0.16	0.16€	Rare Candy SSH 180	111	Rare Candy SSH	Item
SSH	181	Rotom Bike	Item	Uncommon	$0.06	0.07€	Rotom Bike SSH 181	111	Rotom Bike SSH	Item
SSH	182	Sitrus Berry	Tool	Uncommon	$0.05	0.11€	Sitrus Berry SSH 182	111	Sitrus Berry SSH	Tool
SSH	183	Switch	Item	Uncommon	$0.09	0.08€	Switch SSH 183	111	Switch SSH	Item
